"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","UNEMP","TOT","PC_LF","Q","2015-Q3",6.189733,
"DNK","UNEMP","TOT","PC_LF","Q","2015-Q4",6.078111,"B"
"DNK","UNEMP","TOT","PC_LF","Q","2016-Q1",5.896238,
"DNK","UNEMP","TOT","PC_LF","Q","2016-Q2",6.155447,
"DNK","UNEMP","TOT","PC_LF","Q","2016-Q3",6.280533,
"DNK","UNEMP","TOT","PC_LF","Q","2016-Q4",6.386795,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q1",6.040455,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q2",5.704454,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q3",5.842176,
"DNK","UNEMP","TOT","PC_LF","Q","2017-Q4",5.381249,
"FIN","UNEMP","TOT","PC_LF","Q","1998-Q1",11.47955,
"FIN","UNEMP","TOT","PC_LF","Q","1998-Q2",11.59086,
"FIN","UNEMP","TOT","PC_LF","Q","1998-Q3",11.60053,
"FIN","UNEMP","TOT","PC_LF","Q","1998-Q4",10.99078,
"FIN","UNEMP","TOT","PC_LF","Q","1999-Q1",10.35354,
"FIN","UNEMP","TOT","PC_LF","Q","1999-Q2",10.28863,
"FIN","UNEMP","TOT","PC_LF","Q","1999-Q3",10.10526,
"FIN","UNEMP","TOT","PC_LF","Q","1999-Q4",10.12584,
"FIN","UNEMP","TOT","PC_LF","Q","2000-Q1",10.44661,
"FIN","UNEMP","TOT","PC_LF","Q","2000-Q2",9.829299,
"FIN","UNEMP","TOT","PC_LF","Q","2000-Q3",9.562497,
"FIN","UNEMP","TOT","PC_LF","Q","2000-Q4",9.375965,
"FIN","UNEMP","TOT","PC_LF","Q","2001-Q1",9.211161,
"FIN","UNEMP","TOT","PC_LF","Q","2001-Q2",9.048571,
"FIN","UNEMP","TOT","PC_LF","Q","2001-Q3",9.124767,
"FIN","UNEMP","TOT","PC_LF","Q","2001-Q4",9.1219,
"FIN","UNEMP","TOT","PC_LF","Q","2002-Q1",9.060884,
"FIN","UNEMP","TOT","PC_LF","Q","2002-Q2",9.163009,
"FIN","UNEMP","TOT","PC_LF","Q","2002-Q3",9.133407,
"FIN","UNEMP","TOT","PC_LF","Q","2002-Q4",9.001874,
"FIN","UNEMP","TOT","PC_LF","Q","2003-Q1",8.965842,
"FIN","UNEMP","TOT","PC_LF","Q","2003-Q2",9.213824,
"FIN","UNEMP","TOT","PC_LF","Q","2003-Q3",8.978225,
"FIN","UNEMP","TOT","PC_LF","Q","2003-Q4",8.961348,
"FIN","UNEMP","TOT","PC_LF","Q","2004-Q1",8.841509,
"FIN","UNEMP","TOT","PC_LF","Q","2004-Q2",9.12215,
"FIN","UNEMP","TOT","PC_LF","Q","2004-Q3",8.728692,
"FIN","UNEMP","TOT","PC_LF","Q","2004-Q4",8.601494,
"FIN","UNEMP","TOT","PC_LF","Q","2005-Q1",8.642987,
"FIN","UNEMP","TOT","PC_LF","Q","2005-Q2",8.447132,
"FIN","UNEMP","TOT","PC_LF","Q","2005-Q3",8.18404,
"FIN","UNEMP","TOT","PC_LF","Q","2005-Q4",8.258186,
"FIN","UNEMP","TOT","PC_LF","Q","2006-Q1",7.971508,
"FIN","UNEMP","TOT","PC_LF","Q","2006-Q2",7.871975,
"FIN","UNEMP","TOT","PC_LF","Q","2006-Q3",7.675865,
"FIN","UNEMP","TOT","PC_LF","Q","2006-Q4",7.35741,
"FIN","UNEMP","TOT","PC_LF","Q","2007-Q1",7.174723,
"FIN","UNEMP","TOT","PC_LF","Q","2007-Q2",6.770968,
"FIN","UNEMP","TOT","PC_LF","Q","2007-Q3",6.853065,
"FIN","UNEMP","TOT","PC_LF","Q","2007-Q4",6.618061,
"FIN","UNEMP","TOT","PC_LF","Q","2008-Q1",6.283952,
"FIN","UNEMP","TOT","PC_LF","Q","2008-Q2",6.419576,
"FIN","UNEMP","TOT","PC_LF","Q","2008-Q3",6.292667,
"FIN","UNEMP","TOT","PC_LF","Q","2008-Q4",6.481272,
"FIN","UNEMP","TOT","PC_LF","Q","2009-Q1",7.170074,
"FIN","UNEMP","TOT","PC_LF","Q","2009-Q2",8.427862,
"FIN","UNEMP","TOT","PC_LF","Q","2009-Q3",8.53532,
"FIN","UNEMP","TOT","PC_LF","Q","2009-Q4",8.866534,
"FIN","UNEMP","TOT","PC_LF","Q","2010-Q1",8.710388,
"FIN","UNEMP","TOT","PC_LF","Q","2010-Q2",8.474545,
"FIN","UNEMP","TOT","PC_LF","Q","2010-Q3",8.302775,
"FIN","UNEMP","TOT","PC_LF","Q","2010-Q4",8.089239,
"FIN","UNEMP","TOT","PC_LF","Q","2011-Q1",8.114319,
"FIN","UNEMP","TOT","PC_LF","Q","2011-Q2",7.812083,
"FIN","UNEMP","TOT","PC_LF","Q","2011-Q3",7.741718,
"FIN","UNEMP","TOT","PC_LF","Q","2011-Q4",7.458072,
"FIN","UNEMP","TOT","PC_LF","Q","2012-Q1",7.491437,
"FIN","UNEMP","TOT","PC_LF","Q","2012-Q2",7.600275,
"FIN","UNEMP","TOT","PC_LF","Q","2012-Q3",8.039515,
"FIN","UNEMP","TOT","PC_LF","Q","2012-Q4",7.630658,
"FIN","UNEMP","TOT","PC_LF","Q","2013-Q1",8.223798,
"FIN","UNEMP","TOT","PC_LF","Q","2013-Q2",8.064923,
"FIN","UNEMP","TOT","PC_LF","Q","2013-Q3",8.099197,
"FIN","UNEMP","TOT","PC_LF","Q","2013-Q4",8.385494,
"FIN","UNEMP","TOT","PC_LF","Q","2014-Q1",8.475524,
"FIN","UNEMP","TOT","PC_LF","Q","2014-Q2",8.484522,
"FIN","UNEMP","TOT","PC_LF","Q","2014-Q3",8.566089,
"FIN","UNEMP","TOT","PC_LF","Q","2014-Q4",9.122469,
"FIN","UNEMP","TOT","PC_LF","Q","2015-Q1",9.107035,
"FIN","UNEMP","TOT","PC_LF","Q","2015-Q2",9.435441,
"FIN","UNEMP","TOT","PC_LF","Q","2015-Q3",9.505659,
"FIN","UNEMP","TOT","PC_LF","Q","2015-Q4",9.450304,
"FIN","UNEMP","TOT","PC_LF","Q","2016-Q1",9.063878,
"FIN","UNEMP","TOT","PC_LF","Q","2016-Q2",8.831605,
"FIN","UNEMP","TOT","PC_LF","Q","2016-Q3",8.617969,
"FIN","UNEMP","TOT","PC_LF","Q","2016-Q4",8.757704,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q1",8.799134,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q2",8.77096,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q3",8.710596,
"FIN","UNEMP","TOT","PC_LF","Q","2017-Q4",8.285904,
"FRA","UNEMP","TOT","PC_LF","Q","2003-Q1",7.921576,
"FRA","UNEMP","TOT","PC_LF","Q","2003-Q2",8.052975,
"FRA","UNEMP","TOT","PC_LF","Q","2003-Q3",8.02406,
"FRA","UNEMP","TOT","PC_LF","Q","2003-Q4",8.398621,
"FRA","UNEMP","TOT","PC_LF","Q","2004-Q1",8.508772,
"FRA","UNEMP","TOT","PC_LF","Q","2004-Q2",8.347346,
"FRA","UNEMP","TOT","PC_LF","Q","2004-Q3",8.481242,
"FRA","UNEMP","TOT","PC_LF","Q","2004-Q4",8.534257,
"FRA","UNEMP","TOT","PC_LF","Q","2005-Q1",8.257789,
"FRA","UNEMP","TOT","PC_LF","Q","2005-Q2",8.419867,
"FRA","UNEMP","TOT","PC_LF","Q","2005-Q3",8.625646,
"FRA","UNEMP","TOT","PC_LF","Q","2005-Q4",8.669724,
"FRA","UNEMP","TOT","PC_LF","Q","2006-Q1",8.719439,
"FRA","UNEMP","TOT","PC_LF","Q","2006-Q2",8.547813,
"FRA","UNEMP","TOT","PC_LF","Q","2006-Q3",8.530244,
"FRA","UNEMP","TOT","PC_LF","Q","2006-Q4",7.99515,
"FRA","UNEMP","TOT","PC_LF","Q","2007-Q1",8.087918,
"FRA","UNEMP","TOT","PC_LF","Q","2007-Q2",7.780768,
"FRA","UNEMP","TOT","PC_LF","Q","2007-Q3",7.639358,
"FRA","UNEMP","TOT","PC_LF","Q","2007-Q4",7.122182,
"FRA","UNEMP","TOT","PC_LF","Q","2008-Q1",6.846449,
"FRA","UNEMP","TOT","PC_LF","Q","2008-Q2",6.954616,
"FRA","UNEMP","TOT","PC_LF","Q","2008-Q3",7.069795,
"FRA","UNEMP","TOT","PC_LF","Q","2008-Q4",7.380774,
"FRA","UNEMP","TOT","PC_LF","Q","2009-Q1",8.213717,
"FRA","UNEMP","TOT","PC_LF","Q","2009-Q2",8.812224,
"FRA","UNEMP","TOT","PC_LF","Q","2009-Q3",8.793832,
"FRA","UNEMP","TOT","PC_LF","Q","2009-Q4",9.123986,
"FRA","UNEMP","TOT","PC_LF","Q","2010-Q1",9.000547,
"FRA","UNEMP","TOT","PC_LF","Q","2010-Q2",8.898552,
"FRA","UNEMP","TOT","PC_LF","Q","2010-Q3",8.797319,
"FRA","UNEMP","TOT","PC_LF","Q","2010-Q4",8.788033,
"FRA","UNEMP","TOT","PC_LF","Q","2011-Q1",8.793226,
"FRA","UNEMP","TOT","PC_LF","Q","2011-Q2",8.708079,
"FRA","UNEMP","TOT","PC_LF","Q","2011-Q3",8.76427,
"FRA","UNEMP","TOT","PC_LF","Q","2011-Q4",8.978115,
"FRA","UNEMP","TOT","PC_LF","Q","2012-Q1",9.171168,
"FRA","UNEMP","TOT","PC_LF","Q","2012-Q2",9.356131,
"FRA","UNEMP","TOT","PC_LF","Q","2012-Q3",9.336164,
"FRA","UNEMP","TOT","PC_LF","Q","2012-Q4",9.734329,
"FRA","UNEMP","TOT","PC_LF","Q","2013-Q1",10.00235,
"FRA","UNEMP","TOT","PC_LF","Q","2013-Q2",10.06129,
"FRA","UNEMP","TOT","PC_LF","Q","2013-Q3",9.853636,
"FRA","UNEMP","TOT","PC_LF","Q","2013-Q4",9.765738,
"FRA","UNEMP","TOT","PC_LF","Q","2014-Q1",10.18927,
"FRA","UNEMP","TOT","PC_LF","Q","2014-Q2",10.22907,
"FRA","UNEMP","TOT","PC_LF","Q","2014-Q3",10.34319,
"FRA","UNEMP","TOT","PC_LF","Q","2014-Q4",10.45691,
"FRA","UNEMP","TOT","PC_LF","Q","2015-Q1",10.36605,
"FRA","UNEMP","TOT","PC_LF","Q","2015-Q2",10.46841,
"FRA","UNEMP","TOT","PC_LF","Q","2015-Q3",10.40711,
"FRA","UNEMP","TOT","PC_LF","Q","2015-Q4",10.1958,
"FRA","UNEMP","TOT","PC_LF","Q","2016-Q1",10.24213,
"FRA","UNEMP","TOT","PC_LF","Q","2016-Q2",9.998489,
"FRA","UNEMP","TOT","PC_LF","Q","2016-Q3",10.01061,
"FRA","UNEMP","TOT","PC_LF","Q","2016-Q4",9.975846,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q1",9.59394,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q2",9.456584,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q3",9.631324,
"FRA","UNEMP","TOT","PC_LF","Q","2017-Q4",8.917618,
"DEU","UNEMP","TOT","PC_LF","Q","1962-Q1",0.4416476,
"DEU","UNEMP","TOT","PC_LF","Q","1962-Q2",0.4449126,
"DEU","UNEMP","TOT","PC_LF","Q","1962-Q3",0.4502611,
"DEU","UNEMP","TOT","PC_LF","Q","1962-Q4",0.474712,
"DEU","UNEMP","TOT","PC_LF","Q","1963-Q1",0.6134659,
"DEU","UNEMP","TOT","PC_LF","Q","1963-Q2",0.5097251,
"DEU","UNEMP","TOT","PC_LF","Q","1963-Q3",0.5231727,
"DEU","UNEMP","TOT","PC_LF","Q","1963-Q4",0.5209947,
"DEU","UNEMP","TOT","PC_LF","Q","1964-Q1",0.5196367,
"DEU","UNEMP","TOT","PC_LF","Q","1964-Q2",0.5021517,
"DEU","UNEMP","TOT","PC_LF","Q","1964-Q3",0.4919713,
"DEU","UNEMP","TOT","PC_LF","Q","1964-Q4",0.46631,
"DEU","UNEMP","TOT","PC_LF","Q","1965-Q1",0.4596608,
"DEU","UNEMP","TOT","PC_LF","Q","1965-Q2",0.4431847,
"DEU","UNEMP","TOT","PC_LF","Q","1965-Q3",0.4181626,
"DEU","UNEMP","TOT","PC_LF","Q","1965-Q4",0.3976727,
"DEU","UNEMP","TOT","PC_LF","Q","1966-Q1",0.3727672,
"DEU","UNEMP","TOT","PC_LF","Q","1966-Q2",0.3872735,
"DEU","UNEMP","TOT","PC_LF","Q","1966-Q3",0.465075,
"DEU","UNEMP","TOT","PC_LF","Q","1966-Q4",0.6656626,
"DEU","UNEMP","TOT","PC_LF","Q","1967-Q1",0.9465024,
"DEU","UNEMP","TOT","PC_LF","Q","1967-Q2",1.519321,
"DEU","UNEMP","TOT","PC_LF","Q","1967-Q3",1.599806,
"DEU","UNEMP","TOT","PC_LF","Q","1967-Q4",1.432872,
"DEU","UNEMP","TOT","PC_LF","Q","1968-Q1",1.092317,
"DEU","UNEMP","TOT","PC_LF","Q","1968-Q2",1.10801,
"DEU","UNEMP","TOT","PC_LF","Q","1968-Q3",0.9258143,
"DEU","UNEMP","TOT","PC_LF","Q","1968-Q4",0.7616203,
"DEU","UNEMP","TOT","PC_LF","Q","1969-Q1",0.6378394,
"DEU","UNEMP","TOT","PC_LF","Q","1969-Q2",0.5439945,
"DEU","UNEMP","TOT","PC_LF","Q","1969-Q3",0.4873146,
"DEU","UNEMP","TOT","PC_LF","Q","1969-Q4",0.456048,
"DEU","UNEMP","TOT","PC_LF","Q","1970-Q1",0.4769664,
"DEU","UNEMP","TOT","PC_LF","Q","1970-Q2",0.4225596,
"DEU","UNEMP","TOT","PC_LF","Q","1970-Q3",0.4201596,
"DEU","UNEMP","TOT","PC_LF","Q","1970-Q4",0.4301794,
"DEU","UNEMP","TOT","PC_LF","Q","1971-Q1",0.4732164,
"DEU","UNEMP","TOT","PC_LF","Q","1971-Q2",0.5079471,
"DEU","UNEMP","TOT","PC_LF","Q","1971-Q3",0.5574307,
"DEU","UNEMP","TOT","PC_LF","Q","1971-Q4",0.6259645,
"DEU","UNEMP","TOT","PC_LF","Q","1972-Q1",0.685187,
"DEU","UNEMP","TOT","PC_LF","Q","1972-Q2",0.721104,
"DEU","UNEMP","TOT","PC_LF","Q","1972-Q3",0.753213,
"DEU","UNEMP","TOT","PC_LF","Q","1972-Q4",0.7267321,
"DEU","UNEMP","TOT","PC_LF","Q","1973-Q1",0.6922091,
"DEU","UNEMP","TOT","PC_LF","Q","1973-Q2",0.7277808,
"DEU","UNEMP","TOT","PC_LF","Q","1973-Q3",0.7921712,
"DEU","UNEMP","TOT","PC_LF","Q","1973-Q4",0.963778,
"DEU","UNEMP","TOT","PC_LF","Q","1974-Q1",1.228775,
"DEU","UNEMP","TOT","PC_LF","Q","1974-Q2",1.486345,
"DEU","UNEMP","TOT","PC_LF","Q","1974-Q3",1.80325,
"DEU","UNEMP","TOT","PC_LF","Q","1974-Q4",2.286201,
"DEU","UNEMP","TOT","PC_LF","Q","1975-Q1",2.550398,
"DEU","UNEMP","TOT","PC_LF","Q","1975-Q2",3.19794,
"DEU","UNEMP","TOT","PC_LF","Q","1975-Q3",3.509849,
"DEU","UNEMP","TOT","PC_LF","Q","1975-Q4",3.465916,
"DEU","UNEMP","TOT","PC_LF","Q","1976-Q1",3.275188,
"DEU","UNEMP","TOT","PC_LF","Q","1976-Q2",3.217098,
"DEU","UNEMP","TOT","PC_LF","Q","1976-Q3",3.116103,
"DEU","UNEMP","TOT","PC_LF","Q","1976-Q4",3.064002,
"DEU","UNEMP","TOT","PC_LF","Q","1977-Q1",3.03278,
"DEU","UNEMP","TOT","PC_LF","Q","1977-Q2",3.098965,
"DEU","UNEMP","TOT","PC_LF","Q","1977-Q3",3.121818,
"DEU","UNEMP","TOT","PC_LF","Q","1977-Q4",3.081421,
"DEU","UNEMP","TOT","PC_LF","Q","1978-Q1",3.022102,
"DEU","UNEMP","TOT","PC_LF","Q","1978-Q2",3.012689,
"DEU","UNEMP","TOT","PC_LF","Q","1978-Q3",2.942073,
"DEU","UNEMP","TOT","PC_LF","Q","1978-Q4",2.860455,
"DEU","UNEMP","TOT","PC_LF","Q","1979-Q1",2.77835,
"DEU","UNEMP","TOT","PC_LF","Q","1979-Q2",2.61728,
"DEU","UNEMP","TOT","PC_LF","Q","1979-Q3",2.523501,
"DEU","UNEMP","TOT","PC_LF","Q","1979-Q4",2.4254,
"DEU","UNEMP","TOT","PC_LF","Q","1980-Q1",2.43935,
"DEU","UNEMP","TOT","PC_LF","Q","1980-Q2",2.476034,
"DEU","UNEMP","TOT","PC_LF","Q","1980-Q3",2.635852,
"DEU","UNEMP","TOT","PC_LF","Q","1980-Q4",2.832956,
"DEU","UNEMP","TOT","PC_LF","Q","1981-Q1",3.132114,
"DEU","UNEMP","TOT","PC_LF","Q","1981-Q2",3.474471,
"DEU","UNEMP","TOT","PC_LF","Q","1981-Q3",3.8822,
"DEU","UNEMP","TOT","PC_LF","Q","1981-Q4",4.321176,
"DEU","UNEMP","TOT","PC_LF","Q","1982-Q1",4.730922,
"DEU","UNEMP","TOT","PC_LF","Q","1982-Q2",5.117007,
"DEU","UNEMP","TOT","PC_LF","Q","1982-Q3",5.487305,
"DEU","UNEMP","TOT","PC_LF","Q","1982-Q4",5.994917,
"DEU","UNEMP","TOT","PC_LF","Q","1983-Q1",6.310657,
"DEU","UNEMP","TOT","PC_LF","Q","1983-Q2",6.642311,
"DEU","UNEMP","TOT","PC_LF","Q","1983-Q3",6.70733,
"DEU","UNEMP","TOT","PC_LF","Q","1983-Q4",6.647115,
"DEU","UNEMP","TOT","PC_LF","Q","1984-Q1",6.566237,
"DEU","UNEMP","TOT","PC_LF","Q","1984-Q2",6.564701,
"DEU","UNEMP","TOT","PC_LF","Q","1984-Q3",6.603972,
"DEU","UNEMP","TOT","PC_LF","Q","1984-Q4",6.603713,
"DEU","UNEMP","TOT","PC_LF","Q","1985-Q1",6.638631,
"DEU","UNEMP","TOT","PC_LF","Q","1985-Q2",6.683672,
"DEU","UNEMP","TOT","PC_LF","Q","1985-Q3",6.641528,
"DEU","UNEMP","TOT","PC_LF","Q","1985-Q4",6.624474,
"DEU","UNEMP","TOT","PC_LF","Q","1986-Q1",6.555221,
"DEU","UNEMP","TOT","PC_LF","Q","1986-Q2",6.429212,
"DEU","UNEMP","TOT","PC_LF","Q","1986-Q3",6.307589,
"DEU","UNEMP","TOT","PC_LF","Q","1986-Q4",6.223208,
"DEU","UNEMP","TOT","PC_LF","Q","1987-Q1",6.285861,
"DEU","UNEMP","TOT","PC_LF","Q","1987-Q2",6.316899,
"DEU","UNEMP","TOT","PC_LF","Q","1987-Q3",6.352707,
"DEU","UNEMP","TOT","PC_LF","Q","1987-Q4",6.381105,
"DEU","UNEMP","TOT","PC_LF","Q","1988-Q1",6.188887,
"DEU","UNEMP","TOT","PC_LF","Q","1988-Q2",6.158015,
"DEU","UNEMP","TOT","PC_LF","Q","1988-Q3",6.048298,
"DEU","UNEMP","TOT","PC_LF","Q","1988-Q4",5.913073,
"DEU","UNEMP","TOT","PC_LF","Q","1989-Q1",5.687436,
"DEU","UNEMP","TOT","PC_LF","Q","1989-Q2",5.546992,
"DEU","UNEMP","TOT","PC_LF","Q","1989-Q3",5.385281,
"DEU","UNEMP","TOT","PC_LF","Q","1989-Q4",5.371017,
"DEU","UNEMP","TOT","PC_LF","Q","1990-Q1",5.055319,
"DEU","UNEMP","TOT","PC_LF","Q","1990-Q2",4.91236,
"DEU","UNEMP","TOT","PC_LF","Q","1990-Q3",4.712828,
"DEU","UNEMP","TOT","PC_LF","Q","1990-Q4",4.585787,
"DEU","UNEMP","TOT","PC_LF","Q","1991-Q1",5.200809,
"DEU","UNEMP","TOT","PC_LF","Q","1991-Q2",5.401727,
"DEU","UNEMP","TOT","PC_LF","Q","1991-Q3",5.899769,
"DEU","UNEMP","TOT","PC_LF","Q","1991-Q4",6.064682,
"DEU","UNEMP","TOT","PC_LF","Q","1992-Q1",6.430427,
"DEU","UNEMP","TOT","PC_LF","Q","1992-Q2",6.55678,
"DEU","UNEMP","TOT","PC_LF","Q","1992-Q3",6.754438,
"DEU","UNEMP","TOT","PC_LF","Q","1992-Q4",7.073579,
"DEU","UNEMP","TOT","PC_LF","Q","1993-Q1",7.366243,
"DEU","UNEMP","TOT","PC_LF","Q","1993-Q2",7.784838,
"DEU","UNEMP","TOT","PC_LF","Q","1993-Q3",8.169447,
"DEU","UNEMP","TOT","PC_LF","Q","1993-Q4",8.523708,
"DEU","UNEMP","TOT","PC_LF","Q","1994-Q1",8.589798,
"DEU","UNEMP","TOT","PC_LF","Q","1994-Q2",8.657036,
"DEU","UNEMP","TOT","PC_LF","Q","1994-Q3",8.466196,
"DEU","UNEMP","TOT","PC_LF","Q","1994-Q4",8.25297,
"DEU","UNEMP","TOT","PC_LF","Q","1995-Q1",8.078443,
"DEU","UNEMP","TOT","PC_LF","Q","1995-Q2",8.129736,
"DEU","UNEMP","TOT","PC_LF","Q","1995-Q3",8.23414,
"DEU","UNEMP","TOT","PC_LF","Q","1995-Q4",8.391817,
"DEU","UNEMP","TOT","PC_LF","Q","1996-Q1",8.716152,
"DEU","UNEMP","TOT","PC_LF","Q","1996-Q2",8.785328,
"DEU","UNEMP","TOT","PC_LF","Q","1996-Q3",9.016191,
"DEU","UNEMP","TOT","PC_LF","Q","1996-Q4",9.30128,
"DEU","UNEMP","TOT","PC_LF","Q","1997-Q1",9.668922,
"DEU","UNEMP","TOT","PC_LF","Q","1997-Q2",9.893138,
"DEU","UNEMP","TOT","PC_LF","Q","1997-Q3",10.04387,
"DEU","UNEMP","TOT","PC_LF","Q","1997-Q4",10.04453,
"DEU","UNEMP","TOT","PC_LF","Q","1998-Q1",9.746586,
"DEU","UNEMP","TOT","PC_LF","Q","1998-Q2",9.419522,
"DEU","UNEMP","TOT","PC_LF","Q","1998-Q3",9.111152,
"DEU","UNEMP","TOT","PC_LF","Q","1998-Q4",8.877033,
"DEU","UNEMP","TOT","PC_LF","Q","1999-Q1",8.652427,
"DEU","UNEMP","TOT","PC_LF","Q","1999-Q2",8.571681,
"DEU","UNEMP","TOT","PC_LF","Q","1999-Q3",8.419043,
"DEU","UNEMP","TOT","PC_LF","Q","1999-Q4",8.214991,
"DEU","UNEMP","TOT","PC_LF","Q","2000-Q1",8.048234,
"DEU","UNEMP","TOT","PC_LF","Q","2000-Q2",7.837796,
"DEU","UNEMP","TOT","PC_LF","Q","2000-Q3",7.7148,
"DEU","UNEMP","TOT","PC_LF","Q","2000-Q4",7.597711,
"DEU","UNEMP","TOT","PC_LF","Q","2001-Q1",7.681832,
"DEU","UNEMP","TOT","PC_LF","Q","2001-Q2",7.759768,
"DEU","UNEMP","TOT","PC_LF","Q","2001-Q3",7.926562,
"DEU","UNEMP","TOT","PC_LF","Q","2001-Q4",8.15363,
"DEU","UNEMP","TOT","PC_LF","Q","2002-Q1",8.293155,
"DEU","UNEMP","TOT","PC_LF","Q","2002-Q2",8.532142,
"DEU","UNEMP","TOT","PC_LF","Q","2002-Q3",8.83777,
"DEU","UNEMP","TOT","PC_LF","Q","2002-Q4",9.15068,
"DEU","UNEMP","TOT","PC_LF","Q","2003-Q1",9.525464,
"DEU","UNEMP","TOT","PC_LF","Q","2003-Q2",9.722382,
"DEU","UNEMP","TOT","PC_LF","Q","2003-Q3",9.776941,
"DEU","UNEMP","TOT","PC_LF","Q","2003-Q4",9.748625,
"DEU","UNEMP","TOT","PC_LF","Q","2004-Q1",9.715242,
"DEU","UNEMP","TOT","PC_LF","Q","2004-Q2",9.684043,
"DEU","UNEMP","TOT","PC_LF","Q","2004-Q3",9.922297,
"DEU","UNEMP","TOT","PC_LF","Q","2004-Q4",10.07627,
"DEU","UNEMP","TOT","PC_LF","Q","2005-Q1",10.82053,
"DEU","UNEMP","TOT","PC_LF","Q","2005-Q2",11.29679,
"DEU","UNEMP","TOT","PC_LF","Q","2005-Q3",11.34669,
"DEU","UNEMP","TOT","PC_LF","Q","2005-Q4",11.20144,
"DEU","UNEMP","TOT","PC_LF","Q","2006-Q1",10.81093,
"DEU","UNEMP","TOT","PC_LF","Q","2006-Q2",10.35417,
"DEU","UNEMP","TOT","PC_LF","Q","2006-Q3",9.974893,
"DEU","UNEMP","TOT","PC_LF","Q","2006-Q4",9.862964,
"DEU","UNEMP","TOT","PC_LF","Q","2007-Q1",9.104897,
"DEU","UNEMP","TOT","PC_LF","Q","2007-Q2",8.71804,
"DEU","UNEMP","TOT","PC_LF","Q","2007-Q3",8.534272,
"DEU","UNEMP","TOT","PC_LF","Q","2007-Q4",8.279273,
"DEU","UNEMP","TOT","PC_LF","Q","2008-Q1",7.819732,
"DEU","UNEMP","TOT","PC_LF","Q","2008-Q2",7.75945,
"DEU","UNEMP","TOT","PC_LF","Q","2008-Q3",7.277868,
"DEU","UNEMP","TOT","PC_LF","Q","2008-Q4",7.244854,
"DEU","UNEMP","TOT","PC_LF","Q","2009-Q1",7.63093,
"DEU","UNEMP","TOT","PC_LF","Q","2009-Q2",7.801162,
"DEU","UNEMP","TOT","PC_LF","Q","2009-Q3",7.979087,
"DEU","UNEMP","TOT","PC_LF","Q","2009-Q4",7.557571,
"DEU","UNEMP","TOT","PC_LF","Q","2010-Q1",7.464839,
"DEU","UNEMP","TOT","PC_LF","Q","2010-Q2",7.061538,
"DEU","UNEMP","TOT","PC_LF","Q","2010-Q3",6.723118,
"DEU","UNEMP","TOT","PC_LF","Q","2010-Q4",6.61445,
"DEU","UNEMP","TOT","PC_LF","Q","2011-Q1",6.18325,
"DEU","UNEMP","TOT","PC_LF","Q","2011-Q2",5.893293,
"DEU","UNEMP","TOT","PC_LF","Q","2011-Q3",5.751864,
"DEU","UNEMP","TOT","PC_LF","Q","2011-Q4",5.472198,
"DEU","UNEMP","TOT","PC_LF","Q","2012-Q1",5.461989,
"DEU","UNEMP","TOT","PC_LF","Q","2012-Q2",5.377023,
"DEU","UNEMP","TOT","PC_LF","Q","2012-Q3",5.35633,
"DEU","UNEMP","TOT","PC_LF","Q","2012-Q4",5.322514,
"DEU","UNEMP","TOT","PC_LF","Q","2013-Q1",5.343368,
"DEU","UNEMP","TOT","PC_LF","Q","2013-Q2",5.270047,
"DEU","UNEMP","TOT","PC_LF","Q","2013-Q3",5.17446,
"DEU","UNEMP","TOT","PC_LF","Q","2013-Q4",5.134866,
"DEU","UNEMP","TOT","PC_LF","Q","2014-Q1",5.102858,
"DEU","UNEMP","TOT","PC_LF","Q","2014-Q2",4.978836,
"DEU","UNEMP","TOT","PC_LF","Q","2014-Q3",4.935551,
"DEU","UNEMP","TOT","PC_LF","Q","2014-Q4",4.905666,
"DEU","UNEMP","TOT","PC_LF","Q","2015-Q1",4.734546,
"DEU","UNEMP","TOT","PC_LF","Q","2015-Q2",4.72427,
"DEU","UNEMP","TOT","PC_LF","Q","2015-Q3",4.461157,
"DEU","UNEMP","TOT","PC_LF","Q","2015-Q4",4.576633,
"DEU","UNEMP","TOT","PC_LF","Q","2016-Q1",4.308777,
"DEU","UNEMP","TOT","PC_LF","Q","2016-Q2",4.221105,
"DEU","UNEMP","TOT","PC_LF","Q","2016-Q3",4.065003,
"DEU","UNEMP","TOT","PC_LF","Q","2016-Q4",3.892888,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q1",3.878874,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q2",3.783562,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q3",3.690799,
"DEU","UNEMP","TOT","PC_LF","Q","2017-Q4",3.629128,
"GRC","UNEMP","TOT","PC_LF","Q","1990-Q1",6.826714,
"GRC","UNEMP","TOT","PC_LF","Q","1990-Q2",6.971148,
